labels,sentence,kor_sentence
positive,"Microsoft also churned up its courtship, agreeing to use the Navteq mapping service, which is offered by a company Nokia bought for $ 8.1 billion a few years ago.",마이크로소프트(MS)도 노키아가 몇 년 전 81억 달러에 사들인 나브텍 지도제작 서비스를 이용하기로 합의했다.
neutral,Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier.,마이크로소프트는 또한 지난 주 윈도우 7 운영체제 베타 버전을 위한 첫 패치를 발표했다.
neutral,"More than 50,000 tonnes of asphalt mix will be used in the contract.","계약에는 50,000톤 이상의 아스팔트 혼합물이 사용될 것이다."
neutral,"M-real, which is part of Finnish paper maker Metsaliitto Group, is due to release its second-quarter report at around 12:00 EET on 5 August 2010.",M-real은 핀란드 제지업체 Metsaliitto 그룹의 일부로서 2010년 8월 5일 12:00 EET에 2분기 보고서를 발표할 예정이다.
neutral,"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation, a part of Mets+Æliitto Group, divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million.",M-real은 2009년 8월 27일 오후 3시 15분에 M-real로부터 1억 9천만 유로를 현금으로 지불받았으며 2008년 말에 그래픽 페이퍼 사업을 사피 리미티드에 매각했다.
neutral,"N +1 Group will pay EUR16 .5 m of the transaction price upon closing, and the remaining sum in 2012.",N +1 그룹은 마감 시 거래 가격의 16.5m 유로를 지불하고 2012년에 나머지 금액을 지불합니다.
negative,"National Conciliator Juhani Salonius, who met both parties on Wednesday, said they were too far apart in their views for him to propose mediation.","한편 유하니 살로니우스 조정관은 ""양당이 중재안을 제시하기에는 의견이 너무 다르다""고 말했다."
neutral,ND = Not disclosed.,ND = 공개되지 않음.
neutral,Negotiations with representatives of the personnel regarding the restructuring process have now been ended.,구조조정과 관련한 인사 대표와의 협상이 이제 종료됐다.
neutral,Neither of the companies use genetically engineered soy at the moment.,현재 두 회사 모두 유전자 조작 콩을 사용하고 있지 않다.
neutral,"Neste Oil will publish its third quarter 2008 results on Friday, 24 October 2008 at approximately 9 am ( EET ).",네스티 오일은 2008년 10월 24일 금요일 오전 9시(EET)에 2008년 3분기 결과를 발표할 예정이다.
neutral,"New Delhi, Feb. 12 -- Korteniemi Anneli, Helokunnas Tuija, Peltola Marjo, Keskinen Jukka, Salminen Jussi, Tusa Kia and Janhonen Risto of Nokia Telecommunications Oy, Espoo, Finland have developed cable adjustment device.","2월 12일 뉴델리 - 핀란드 에스푸주 노키아 텔레커뮤니케이션 오이의 코르테니에미 아넬리, 헬로쿤나스 투야, 펠톨라 마르조, 케스키넨 유카, 살미넨 유시, 투사 기아, 얀호넨 리스토가 케이블 조정 장치를 개발했다."
neutral,New Novator products are supposed to be exported.,새로운 Novator 제품은 수출하기로 되어 있습니다.
positive,New product launches in Finland will more than double from 2005.,핀란드에서 신제품 출시가 2005년보다 두 배 이상 늘어날 것이다.
neutral,"Niina Nenonen, Marimekko's current director for clothing, bags and accessories lines, will take up this role.","현재 마리메코의 의류, 가방, 액세서리 라인 담당 이사인 니나 네노넨이 이 역할을 맡을 것이다."
neutral,No changes in media activity were seen in October compared with September.,9월에 비해 10월 미디어 활동의 변화는 보이지 않았다.
neutral,No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet.,현재 발행된 자사주나 기존 자사주를 YA글로벌에 매각하는 것에 대한 결정은 아직 내려지지 않았다.
neutral,No financial detail were available.,재정적인 세부사항은 제공되지 않았다.
neutral,No financial details were revealed.,재정적인 세부사항은 공개되지 않았다.
neutral,No financial information was provided.,재무 정보는 제공되지 않았습니다.
neutral,No other ev3 devices were involved in this action.,다른 ev3 장치는 이 작업에 포함되지 않았습니다.
neutral,Nokia is also negotiating the product portfolio of the new company.,노키아도 새로운 회사의 제품 포트폴리오에 대해 협상 중이다.
neutral,"Nordea Pankki Suomi Oyj, according to previously announced, has made forward contracts on Alma Media Corporation shares.",앞서 발표된 바에 따르면 노르데아 판키 수오미 오이즈는 알마 미디어 코퍼레이션의 주식에 대해 전진계약을 했다.
neutral,Nordea's chairman of the board Hans Dalborg has informed the nomination committee that he will not be up for re-election at the Annual General Meeting in 2011.,노르데아의 한스 달보르 이사장은 2011년 연례 총회에서 재선에 나서지 않겠다고 지명위원회에 통보했다.
neutral,Nordea was the cheapest also for a couple in their 30s with debt.,빚이 있는 30대 부부에게도 노르데아가 가장 저렴했다.
neutral,"NORDIC BUSINESS REPORT-17 January 2006-Efore Plc inaugurates new plant in Estonia -_ 1998-2006 M2 COMMUNICATIONS LTD Finnish power electronics manufacturer Efore Plc said on Tuesday ( 17 January ) that it was inaugurating its new plant in Parnu, Estonia.",노르딕 비즈니스 보고서-2006년 1월 17일-에포어 플럭스는 에스토니아에 새로운 공장을 설립한다 - _ 1998-2006년 M2 Communications LTD 핀란드 전력 전자 제조업체 에포어 플럭은 화요일 (1월 17일) 에스토니아 파르누에 새로운 공장을 설립한다고 발표했다.
neutral,"Nordstjernan will make the offer in approximately one month, in September 2007.",노르트슈테르난은 2007년 9월 약 한 달 안에 이 제안을 할 것이다.
neutral,Number of offers received for this contract is two.,이번 계약 건수는 두 건입니다.
neutral,NWC ANALYSIS :,NWC 분석:
neutral,Odell has not contacted the State of Finland in this issue.,오델은 이 문제에 대해 핀란드 정부와 접촉하지 않았다.
neutral,"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016.",옥타 센터 지역은 2016년까지 약 70만 평방미터의 사무실 부지를 가질 것으로 예상된다.
neutral,Okmetic has used the furnaces for the contract manufacturing of solar crystals.,옥메틱은 태양 결정의 계약 제조를 위해 용광로를 사용해 왔다.
neutral,Okmetic revised its 2010 financial outlook based on its order book.,옥메틱은 주문 장부를 바탕으로 2010년 재무 전망을 수정했다.
neutral,"On 25 August 2009, Sampo's stake in Nordea was 19.45 %.","2009년 8월 25일, 삼포의 노르데아 지분은 19.45%였다."
positive,"On the other hand, Montevideo said that having the two mills working in the area will generate jobs.",반면에 몬테비데오는 이 지역에서 두 개의 제분소가 일하게 되면 일자리가 창출될 것이라고 말했다.
positive,"On Wednesday he announced that the government would propose granting a licence for two reactors, one to be built by Fennovoima, and the other by TVO.","수요일에 그는 정부가 2개의 원자로에 대한 허가를 제안할 것이라고 발표했다. 하나는 Fennovoima가, 다른 하나는 TVO가 건설할 것이다."
neutral,"One can also apply for jobs directly from the iPad, select which CV to attach and which covering letter is most appropriate for each position.","아이패드에서 직접 입사지원도 할 수 있으며, 직급별로 어떤 이력서를 첨부하고 어떤 자기소개서가 가장 적합한지 선택할 수 있다."
neutral,"One price category is for calls on the preferred operator's network, and another for calls on other operators' networks.","한 가지 가격 범주는 선호 사업자의 네트워크에서 걸려오는 호출에 대한 것이고, 또 다른 범주는 다른 사업자의 네트워크에서 걸려오는 호출에 대한 것이다."
neutral,"Operators only need to learn how to use one device for multiple levels of applications, including voice-directed operations.",운영자는 음성 지향 작동을 포함한 다양한 수준의 응용 프로그램에 대해 하나의 장치를 사용하는 방법만 배우면 됩니다.
neutral,"Originally posted to the PCMag.com security blog, Security Watch.",원래 PCMag.com 보안 블로그인 Security Watch에 게시되었습니다.
neutral,Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj's wholesale division.,Oriola-KD(오리온-KD)는 핀란드의 제약 그룹 오리온 오이(Oyj)의 자회사이다.
neutral,"OTHER  North-Rhine Westphalia - Is to issue a benchmark, 5 year fixed rate deal in Euros.",기타 북-라인 베스트팔렌 - 기준금리인 5년 고정금리 계약을 유로화로 발행할 예정이다.
neutral,Other details were not provided.,다른 세부 사항은 제공되지 않았습니다.
neutral,"Our objective is to yield a significant part of our turnover in Russia in a couple of years,'' says Solteq's Managing Director Hannu Ahola.","솔텍의 한누 아홀라 전무이사는 ""우리의 목표는 몇 년 안에 러시아에서의 매출액의 상당 부분을 줄이는 것""이라고 말했다."
neutral,"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology, which has been developed jointly by Eesti Energia and Outotec.",아우토텍은 현재 에스티에네르기아와 아우토텍이 공동 개발한 에네피트 기술을 기반으로 에스토니아 에스티에네르기아에 새로운 오일셰일 가공공장을 납품하고 있다.
neutral,"PA ), JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior, unsecured deal.","PA , JPMorgan Chase and Co, (NYSE : JPM )와 Pohjoa Bank는 시니어 무담보 거래에 대한 공동 주간사입니다."
neutral,Panostaja did not disclose the purchase price.,파노스타자는 구매 가격을 공개하지 않았다.
neutral,Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium.,벨기에의 제약 시장은 최근 벨기에의 제약 시장에 대한 시장 분석을 발표했습니다.
neutral,Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland.,폴란드의 제약 시장은 최근 폴란드의 제약 시장에 대한 시장 분석을 발표했습니다.
neutral,Philips was not available to comment on the report.,필립스는 그 보고서에 대해 논평할 수 없었다.
neutral,Pohjola and cooperative banks have continued to combine their branch office network.,포졸라와 협동조합은행들이 지점망을 계속 결합하고 있다.
neutral,Pohjola will act as the manager of the issue and the bond will be listed on NASDAQ OMX Helsinki Ltd..,포욜라가 발행 매니저 역할을 하며 채권은 나스닥 OMX 헬싱키에 상장될 예정이다.
neutral,Ponsse will divide its sales and maintenance service network into six geographical areas.,폰세가 판매·유지관리 서비스 네트워크를 6개 지리적 영역으로 나눈다.
neutral,"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC's stock option program 2004, 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B.","POYRY PLCompany 2010년 12월 10일 오후 4시 10분 발표. 포이리 PLC의 스톡옵션 프로그램 2004에 따라 2010년 10월 27일 이후 63,792개의 신주가 스톡옵션 2004B와 함께 가입되었다."
